date,description,merchant,amount,category
2025-03-23,Starbucks Bill,Starbucks,610.0,Food & Drink
2024-08-03,Apollo Pharmacy,Apollo Pharmacy,330.0,Health
2024-08-25,BigBazaar,BigBazaar,3700.0,Groceries
2023-12-30,BigBazaar Purchase,BigBazaar,2889.0,Groceries
2023-04-01,IMPS - House Rent Apr,House Rent,22253.0,Rent
2025-11-20,Cafe Coffee Day,Cafe Coffee Day,330.0,Food & Drink
2023-12-14,Swiggy Instamart,Swiggy,407.0,Groceries
2023-04-08,Repair Services 324,Urban Company,406.3,Miscellaneous
2023-02-28,CMRL Metro Card Recharge,Chennai Metro,298.0,Transport
2024-01-26,Amazon.in Order AMZ10034,Amazon,10352.0,Shopping
2024-05-14,Zomato order 5832,Zomato,520.0,Food & Drink
2025-03-23,Concert Ticket 960,Insider,1584.85,Entertainment
2024-10-13,Doctor Consultation 765,Practo,461.73,Health
2023-05-02,Order Blinkit 10157,Blinkit,781.0,Groceries
2024-05-01,ATM WITHDRAWAL,ATM,6000.0,Miscellaneous
2025-01-18,Mobile Recharge 854,Jio,304.48,Bills
2025-05-14,Dominos Bill 10172,Dominos,878.0,Food & Drink
2023-01-10,Reliance Fresh,Reliance Fresh,1600.0,Groceries
2023-12-23,Ola Ride 5919,Ola,273.0,Transport
2024-09-16,Local Tea Stall,Local Tea Shop,110.0,Food & Drink
2025-12-13,Credit Card Bill 867,HDFC Bank,4768.98,Bills
2023-01-01,Croma.com Inv#10170,Croma,6907.0,Shopping
2025-01-01,BookMyShow Transaction,BookMyShow,755.0,Entertainment
